ID	Area	Title	Description
482	area-System.Xml	Simple cleanup in XDocument  classes	
484	area-System.Xml	"Explicitly marked XDocument private methods with ""private"" keyword"	The `private` keyword was used for fields within the XDocument classes but not the method definitions. Updated for consistency. 
489	area-System.Numerics	Add primitive structs Rectangle and Point	System.Drawing, System.Windows, and XNA all implement nearly-identical structures to represent points and rectangles.   Given the verbosity of a correct implementation, many library developers re-use an existing implementation, and tie their public APIs to (non-core-compatible) dependencies.   Offering primitives like Point, Rectangle (as well as PointF, RectangleF, and Color) would make it much easier for libraries to be compatible with each other.   Or, is there a de-facto standard nuget package for these structs that we can promote? 
490	area-System.Runtime	Allow the Math methods to return float values	I find myself casting returned results from Math methods into floats constantly, even if only floats are supplied as parameters for that method. Many developers don't need the accuracy of a double and floats works fine, many other numeric structs store their values are floats too (such as a Vector2). While explicit casting doesn't hurt anyone there are other classes I have come by that return a float if the supplied parameter(s) is float only.  This wouldn't really be considered a new API addition, all it would do is add overloaded methods that accepts floats as parameters and returns a float (could call the Double version of the Method underneath to avoid code duplication and cast back). If any of the parameters become a double then the double version of the Method would be called and a double value would return.  I would like feedback on what other people think before implementing it. 
492	area-System.Collections	statistic distribution generator	I am thinking to add some random generators that obeys specific statistic distribution functions (like normal, binomial, geometric and so on) and also makes the random generator usable as IEnumerable to be easier to use in line or sequence expressions. There is a great paper that covers the ability to obtain sampling functions by composing other sampling functions that is quite nice to express via IEnumerable and IEnumerator. Suck functions can be very useful to obtain numbers that follow a specific law, for example to be used in generating correct weights to initialise untrained neural networks or similar scenarios. 
494	area-System.Runtime	Consider exposing extension methods for System.Array .Net 2 convenience methods	With .net 2.0, `System.Array` was given a set of convenient LINQ like methods like those present on `List<T>`. Unlike `List<T>`, they were added as static methods.  While, LINQ does offer some of these methods these variants do offer some differences/benefits as they are A: Optimized for arrays. B: Evaluated immediately.  C: Always produce an array.  These methods are::  ``` csharp AsReadOnly<T> BinarySearch<T> ConvertAll<T> Exists<T> Find<T> FindAll<T> FindIndex<T> FindLast<T> FindLastIndex<T> ForEach<T> IndexOf<T> LastIndexOf<T> Sort<T> TrueForAll<T> ```  Some of these offer no real benefit over LINQ, but others can be very useful especially in array heavy APIs like Reflection. Primarily `ConvertAll` and `FindAll`. These methods would also make it easier to work with arrays. There would be no clash with existing LINQ methods as they have different names. 
496	area-System.Xml	Reformat Xml code	Guidelines were updated few times since the last time it was done. 
497	area-Meta	Remove non-cancellable overloads from async APIs	I'd like to start discussion on removing the convenience overloads that call a cancellable API with `CancellationToken.None`:  `Task DoAsync() {     return DoAsync(CancellationToken.None); }`  I think these overloads bloat the API and if you've got a large number of parameters, can be error-prone to implement.  I also believe they encourage poor design: consider that a great majority of async code either already does or should support cancellation. The use of these APIs should be relatively rare in good code. 
498	area-System.Collections	HashSet<T> constructor performance tuning for ISet<T>	"As it is currently, `HashSet<T>` has a constructor that takes `IEnumerable<T>`.   `var set1 = new HashSet<int>{2,3,4};` `var set2 = new HashSet<int>(set1); // binds against ctor..(IEnumerable<T>)`  This works nicely, but the fact that we are ""copying/cloning"" from `ISet<T>` is not being taken advantange of.   If we have `HashSet<T>` with  ~10000 elements, **there is no efficient way to create a copy of it**. Instead, current implementation will call internally `AddIfNotPresent` for each element in given `IEnumerable<T>`, eg, do an expensive element lookup for each item that is being added (to check if it doesn't exist in our current `HashSet<T>`).  This does not have to be the case. `ISet<T>` already promises us the uniqueness.  Let me know if this is something of interest, I would like to work on that. "
503	area-Meta	Make use of Code Contracts where ever applicable.	I wonder the reason why while the code contracts are part of BCL and it is a research project of Microsoft, only some of the API makes use of it. This this is effectively preventing making use of code contracts for the end consumers as well.   I would appreciate at least if you can make use of Code Contracts on the public surface API. 
507	area-System.Collections	Specification tests for collection interfaces	In the last [API review](https://github.com/dotnet/apireviews/tree/master/2015-01-14-misc#follow-ups-for-api-review-board), @KrzysztofCwalina mentioned that it would be nice to have a set of tests that can serve as specifications for the expected behavior of the built-in collection interfaces. These tests could be used by people creating types which implement these interfaces to ensure that their implementations match the specification.  I love this idea, and would love to help create the suite. Is this something that the community can engage on? 
516	area-Meta	Replace hand-rolled tests for exceptions with xunit's Assert.Throws	There is a lot of hand-rolled exception checking in various test code.  This should be refactored to use xunit's Assert.Throws method as it improves readability and can reduce possible bugs in test code.  For an example please see PR https://github.com/dotnet/corefx/pull/512 
519	area-System.Runtime	Allow BitConverter.ToString to format without dashes	"I think BitConverter is not even in CoreFx yet, but for when it is, please allow to convert to an hex string without dashes. This is to avoid this pattern:   ``` BitConverter.ToString(data).Replace(""-"", string.Empty); ```  This representation of bytes is common enough that .NET should have a simple method to do this without extra code or an extra memory allocation. "
522	area-System.Threading	Thread apartment states in .NET Core	Hi all! Just wondering, will you support thread apartment state in .NET Core ? Currently there are no support. Maybe in future?  Thanks. 
525	area-Meta	Consider creating a gitter channel for corefx repo	"I was checking out the Aurelia docs (new JS framework), and they casually mention ""If you have questions, we hope that you will join us on our [gitter channel](https://gitter.im/Aurelia/Discuss).""  Gitter is apparently a free group chat for open source projects hosted on github. Here's the best ""About"" page I could find: http://blog.gitter.im/about/. It looks like they have really good github integration (an activity feed that shows PRs; issues; commits; etc).  I'd be really interested in trying out a gitter channel for the corefx repo. "
526	area-System.Collections	Dictionary<TKey, TValue> class should allow to use a custom load factor	Hello guys,  I had seen the `Dictionary<TKey, TValue>` class does not allow the use of a custom `load factor`, this may allow many optimizations, as the case we want to create a dictionary of known initial size and it will be completely filled, but we don't want that resizing operations occurs, for example it would be possible setting the `load factor` to `1.0F`.  The class constructors below may be added:  ``` csharp public Dictionary(int capacity, float loadFactor); public Dictionary(int capacity, float loadFactor, IEqualityComparer<TKey> comparer) ```  Simirlarly to `Java`'s `HashMap<K, V>` class constructor:  ``` java public HashMap(int initialCapacity, float loadFactor); ```  When the `load factor` is not known, it should take a default value, for example `0.75F`.  Thanks a lot :smile: and excuse me for any inconvenience. 
529	area-Infrastructure	Clean target removes dependencies	"The ""Clean"" target of the build script intentionally removes the ""src\packages"" directory, causing the next build to have to restore them again. This is unnecessary, and atypical compared to most build scripts. ""Clean"" typically removes the outputs of the build process, not the inputs.  If there is a need for an ability to wipe out the packages directory, I propose putting this functionality under a separate target, ""CleanDependencies"". "
537	area-System.Globalization	Refactor globalization extensions with PAL	Simple refactoring to introduce a PAL layer into System.Globalization.Extensions.  Cleaned up a few things along the way as well, e.g. factoring out some duplicated code into helpers, making a few fields readonly, etc. 
538	area-System.Runtime	New API proposal: null replacement with Option, Some and None	"The .NET framework and C# have implemented a lot of ideas of functional programming. LINQ, lambdas and immutability are only a few examples. In my eyes this makes the real difference between Java and .NET Solving the [null reference problem](http://www.infoq.com/presentations/Null-References-The-Billion-Dollar-Mistake-Tony-Hoare) would be the next great addition to the .NET framework borrowed from functional languages.  So in this issue I want to propose the addition of a [Option type](http://en.wikipedia.org/wiki/Option_type) to the .NET Framework.  # Background  Taken from https://github.com/louthy/language-ext#null-reference-problem:  > null must be the biggest mistake in the whole of computer language history. I realise the original designers of C# had to make pragmatic decisions, it's a shame this one slipped through though. So, what to do about the 'null problem'? >  > null is often used to indicate 'no value'. i.e. the method called can't produce a value of the type it said it was going to produce, and therefore it gives you 'no value'. The thing is that when 'no value' is passed to the consuming code, it gets assigned to a variable of type T, the same type that the function said it was going to return, except this variable now has a timebomb in it. You must continually check if the value is null, if it's passed around it must be checked too.  >  > Option works in a very similar way to Nullable except it works with all types rather than just value types. It's a struct and therefore can't be null. An instance can be created by either calling Some(value), which represents a positive 'I have a value' response; Or None, which is the equivalent of returning null. >  > So why is it any better than returning T and using null? It seems we can have a non-value response again right? Yes, that's true, however you're forced to acknowledge that fact, and write code to handle both possible outcomes because you can't get to the underlying value without acknowledging the possibility of the two states that the value could be in. This bulletproofs your code. You're also explicitly telling any other programmers that: ""This method might not return a value, make sure you deal with that"". This explicit declaration is very powerful. # Rationale and Usage  So basically the `Option` type enforces developers to check if a return value has really a value.   An example function returning an option would be something like this:  ``` public Option<string> GetCacheValue(string key)  {     if(cache.Keys.Contains(key))     {         return cache[key];         //return new Some(cache[key])          //return new Option<string>(cache[key]);     }     else      {         return Option<string>.None;         //return new Option<string>();     } } ```  The consumer code would then look like this:  ``` string value = GetCacheValue(key).Match(     some: v => v,     none: () => ""this is the default value"" ) ``` # Proposed API  ``` public struct Option<T> {     // For creating a None     public Option();     public Option(T value)       public static readonly Option<T> None = new Option<T>();      public bool IsNone {get; };     public bool IsSome { get; }       public static implicit operator Option<T>(T value)     public static implicit operator Option<T>(OptionNone none)     public TReturn Match(Func<T, TReturn> some, Func<TReturn> none);     public static Option<T> Some(T value); } ``` # Details - This was mainly inspired by https://github.com/louthy/language-ext/blob/master/LanguageExt.Core/Option.cs of @louthy # Open questions - [ ] Should there be a public `Value` property as an alternative to Match? - [ ] In which assembly would this be correct? Namespace?  - [ ] Should Option be a struct (security, since it cannot be null) or an interface (usability, since `Option<string>` is then also an `Option<object>`)?  Thoughts?  "
539	area-Meta	Improve flow of readme	Changed the ordering of content and a few pieces of wording. Primary goal was to pop contributing opportunities as early as possible in the readme, since the components list is getting quite long. We may want to do something different with the list as it grows even longer, but we'll not worry about that now. 
540	area-System.Xml	Remove double type checks in System.Xml	Replace code like this:  ```  if (obj is Foo)      ((Foo)obj).DoSomething(); ```  with  ``` Foo foo = obj as Foo; if (foo != null)     foo.DoSomething(); ```  Most of these changes were verified in #491 and #482, but these PRs were reverted due reasons non-related with these changes. 
549	area-System.IO	DriveInfo tests fail if current user uses SUBST	On my machine I'm using SUBST to map folders as drives. This causes the the drive info tests to fail:  ``` System.IO.FileSystem.DriveInfoTests.Get_VolumeLabel.Test01 [FAIL]    System.IO.IOException : The directory is not a subdirectory of the root directory.     Stack Trace:       p:\oss\corefx\src\System.IO.FileSystem.DriveInfo\src\System\IO\DriveInfo.Windows.cs(235,0): at System.IO.DriveInfo.set_VolumeLabel(String value)       p:\oss\corefx\src\System.IO.FileSystem.DriveInfo\tests\GetVolumeLabelTests.cs(74,0): at System.IO.FileSystem.DriveInfoTests.Get_VolumeLabel.Test01()  System.IO.FileSystem.DriveInfoTests.Set_VolumeLabel.Test01 [FAIL]    System.IO.IOException : The directory is not a subdirectory of the root directory.     Stack Trace:       p:\oss\corefx\src\System.IO.FileSystem.DriveInfo\src\System\IO\DriveInfo.Windows.cs(235,0): at System.IO.DriveInfo.set_VolumeLabel(String value)       p:\oss\corefx\src\System.IO.FileSystem.DriveInfo\tests\SetVolumeLabelTests.cs(75,0): at System.IO.FileSystem.DriveInfoTests.Set_VolumeLabel.Test01() ```  I would expect the drive info tests to be resilient to this. 
572	area-System.Console	Initial commit of System.Console tests	
574	area-System.Collections	Add PriorityQueue<T> to Collections	"See [**LATEST Proposal**](https://github.com/dotnet/corefxlab/blob/master/docs/specs/priority-queue.md) in corefxlab repo.    # Second Proposal options    Proposal from https://github.com/dotnet/corefx/issues/574#issuecomment-307971397    ### Assumptions    Elements in priority queue are unique. If they are not, we would have to introduce 'handles' of items to enable their update/remove. Or the update/remove semantics would have to apply to first/all, which is weird.    Modeled after [`Queue<T>`](https://apisof.net/catalog/System.Collections.Generic.Queue%3CT%3E) ([MSDN link](https://msdn.microsoft.com/en-us/library/7977ey2c(v=vs.110).aspx))    ### API    ```c#  public class PriorityQueue<TElement, TPriority>      : IEnumerable,      IEnumerable<(TElement element, TPriority priority)>,      IReadOnlyCollection<(TElement element, TPriority priority)>      // ICollection not included on purpose  {      public PriorityQueue();      public PriorityQueue(IComparer<TPriority> comparer);        public IComparer<TPriority> Comparer { get; }      public int Count { get; }      public bool IsEmpty { get; }        public bool Contains(TElement element);        // Peek & Dequeue      public (TElement element, TPriority priority) Peek(); // Throws if empty      public (TElement element, TPriority priority) Dequeue(); // Throws if empty      public bool TryPeek(out TElement element, out TPriority priority); // Returns false if empty      public bool TryDequeue(out TElement element, out TPriority priority); // Returns false if empty        // Enqueue & Update      public void Enqueue(TElement element, TPriority priority); // Throws if it is duplicate      public void Update(TElement element, TPriority priority); // Throws if element does not exist      public void EnqueueOrUpdate(TElement element, TPriority priority);      public bool TryEnqueue(TElement element, TPriority priority); // Returns false if it is duplicate (does NOT update it)      public bool TryUpdate(TElement element, TPriority priority); // Returns false if element does not exist (does NOT add it)            public void Remove(TElement element); // Throws if element does not exist      public bool TryRemove(TElement element); // Returns false if element does not exist        public void Clear();        public IEnumerator<(TElement element, TPriority priority)> GetEnumerator();      IEnumerator IEnumerable.GetEnumerator();    //  // Selector part  //      public PriorityQueue(Func<TElement, TPriority> prioritySelector);      public PriorityQueue(Func<TElement, TPriority> prioritySelector, IComparer<TPriority> comparer);        public Func<TElement, TPriority> PrioritySelector { get; }        public void Enqueue(TElement element);      public void Update(TElement element);  }  ````    **Open questions:**  1. Class name `PriorityQueue` vs. `Heap`  2. Introduce `IHeap` and constructor overload? (Should we wait for later?)  3. Introduce `IPriorityQueue`? (Should we wait for later - `IDictionary` example)  4. Use selector (of priority stored inside the value) or not (5 APIs difference)  5. Use tuples `(TElement element, TPriority priority)` vs. `KeyValuePair<TPriority, TElement>`      * Should `Peek` and `Dequeue` rather have `out` argument instead of tuple?  6. Is `Peek` and `Dequeue` throwing useful at all?    -----------------------------------------------------------------------------------------------    # Original Proposal    Issue https://github.com/dotnet/corefx/issues/163 requested the addition of a priority queue to the core .NET collection data structures.    This post, while a duplicate, is intended to act the formal submission to the corefx API Review Process. The issue contents are the _speclet_ for a new System.Collections.Generic.PriorityQueue<T> type.    I will be contributing the PR, if approved.  ## Rationale and Usage    The .NET Base Class Libraries (BCL) currently lacks support for ordered producer-consumer collections. A common requirement of many software applications is the ability generate a list of items over time and process them in an order different from the order they were received in.    There are three generic data structures within the System.Collections hierarchy of namespaces that supported a sorted collection of items; System.Collections.Generic.SortedList, System.Collections.Generic.SortedSet, and System.Collections.Generic.SortedDictionary.    Of these, SortedSet and SortedDictionary are not appropriate for producer-consumer patterns that generate duplicate values. The complexity of SortedList is T(n) worst case for both Add and Remove.    A much more memory and time efficient data structure for ordered collections with producer-consumer usage patterns is a priority queue. Other than when capacity resizing is necessary, worse case insertion (enqueue) and remove top (dequeue) performance is T(log n) - far better than the existing options that exist in the BCL.    Priority queues have a wide degree of applicability across different classes of applications. The Wikipedia page on Priority Queues offers a list of many different well understand use cases. While highly specialized implementations may still require custom priority queue implementations, a standard implementation would cover a broad range of usage scenarios. Priority queues are particularly useful in scheduling the output of multiple producers, which is an important pattern in highly parallelized software.    It's worth noting that both the C++ standard library and Java offer priority queue functionality as part of their basic APIs.  ## Proposed API    ``` C#  namespace System.Collections.Generic  {      /// <summary>      /// Represents a collection of objects that are removed in a sorted order.      /// </summary>      /// <typeparam name=""T"">Specifies the type of elements in the queue.</typeparam>          [DebuggerDisplay(""Count = {count}"")]      [DebuggerTypeProxy(typeof(System_PriorityQueueDebugView<>))]      public class PriorityQueue<T> : IEnumerable<T>, ICollection, IEnumerable, IReadOnlyCollection<T>      {          /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class           /// that uses a default comparer.          /// </summary>          public PriorityQueue();            /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class           /// that has the specified initial capacity.          /// </summary>          /// <param name=""capacity"">The initial number of elements that the <see cref=""PriorityQueue{T}""/> can contain.</param>          /// <exception cref=""T:System.ArgumentOutOfRangeException""><paramref name=""capacity""/> is less than zero.</exception>          public PriorityQueue(int capacity);            /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class           /// that uses a specified comparer.          /// </summary>          /// <param name=""comparer"">The <see cref=""T:System.Collections.Generic.IComparer{T}""/> to use when comparing elements.</param>          /// <exception cref=""T:System.ArgumentNullException""><paramref name=""comparer""/> is null.</exception>          public PriorityQueue(IComparer<T> comparer);            /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class           /// that contains elements copied from the specified collection and uses a default comparer.          /// </summary>          /// <param name=""collection"">The collection whose elements are copied to the new <see cref=""PriorityQueue{T}""/>.</param>          /// <exception cref=""T:System.ArgumentNullException""><paramref name=""collection""/> is null.</exception>          public PriorityQueue(IEnumerable<T> collection);            /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class           /// that contains elements copied from the specified collection and uses a specified comparer.          /// </summary>          /// <param name=""collection"">The collection whose elements are copied to the new <see cref=""PriorityQueue{T}""/>.</param>          /// <param name=""comparer"">The <see cref=""T:System.Collections.Generic.IComparer{T}""/> to use when comparing elements.</param>          /// <exception cref=""T:System.ArgumentNullException"">          /// <paramref name=""collection""/> is null. -or-          /// <paramref name=""comparer""/> is null.          /// </exception>          public PriorityQueue(IEnumerable<T> collection, IComparer<T> comparer);            /// <summary>          /// Initializes a new instance of the <see cref=""PriorityQueue{T}""/> class that is empty,          /// has the specified initial capacity, and uses a specified comparer.          /// </summary>          /// <param name=""capacity"">The initial number of elements that the <see cref=""PriorityQueue{T}""/> can contain.</param>          /// <param name=""comparer"">The <see cref=""T:System.Collections.Generic.IComparer{T}""/> to use when comparing elements.</param>          /// <exception cref=""T:System.ArgumentOutOfRangeException""><paramref name=""capacity""/> is less than zero.</exception>          /// <exception cref=""T:System.ArgumentNullException""><paramref name=""comparer""/> is null.</exception>          public PriorityQueue(int capacity, IComparer<T> comparer);            /// <summary>          /// Gets the <see cref=""IComparer{T}""/> for the <see cref=""PriorityQueue{T}""/>.           /// </summary>          /// <value>          /// The <see cref=""T:System.Collections.Generic.IComparer{T}""/> that is used when          /// comparing elements in the <see cref=""PriorityQueue{T}""/>.           /// </value>          public IComparer<T> Comparer           {               get;          }            /// <summary>          /// Gets the number of elements contained in the <see cref=""PriorityQueue{T}""/>.          /// </summary>          /// <value>The number of elements contained in the <see cref=""PriorityQueue{T}""/>.</value>          public int Count           {               get;          }            /// <summary>          /// Adds an object to the into the <see cref=""PriorityQueue{T}""/> by its priority.          /// </summary>          /// <param name=""item"">          /// The object to add to the <see cref=""PriorityQueue{T}""/>.           /// The value can be null for reference types.          /// </param>          public void Enqueue(T item);            /// <summary>          /// Removes and returns the object with the lowest priority in the <see cref=""PriorityQueue{T}""/>.          /// </summary>          /// <returns>The object with the lowest priority that is removed from the <see cref=""PriorityQueue{T}""/>.</returns>          /// <exception cref=""InvalidOperationException"">The <see cref=""PriorityQueue{T}""/> is empty.</exception>          public T Dequeue();            /// <summary>          /// Returns the object with the lowest priority in the <see cref=""PriorityQueue{T}""/>.          /// </summary>          /// <exception cref=""InvalidOperationException"">The <see cref=""PriorityQueue{T}""/> is empty.</exception>          public T Peek();            /// <summary>          /// Removes all elements from the <see cref=""PriorityQueue{T}""/>.          /// </summary>          public void Clear();            /// <summary>          /// Determines whether an element is in the <see cref=""PriorityQueue{T}""/>.          /// </summary>          /// <param name=""item"">          /// The object to add to the end of the <see cref=""PriorityQueue{T}""/>.           /// The value can be null for reference types.          /// </param>          /// <returns>          /// true if item is found in the <see cref=""PriorityQueue{T}""/>;  otherwise, false.          /// </returns>          public bool Contains(T item);            /// <summary>          /// Copies the elements of the <see cref=""PriorityQueue{T}""/> to an  <see cref=""T:System.Array""/>,           /// starting at a particular <see cref=""T:System.Array""/> index.          /// </summary>          /// <param name=""array"">          /// The one-dimensional <see cref=""T:System.Array"">Array</see> that is the          /// destination of the elements copied from the <see cref=""PriorityQueue{T}""/>.           /// The <see cref=""T:System.Array"">Array</see> must have zero-based indexing.          /// </param>          /// <param name=""arrayIndex"">The zero-based index in <paramref name=""array""/> at which copying begins.</param>          /// <exception cref=""T:System.ArgumentNullException""><paramref name=""array""/> is null.</exception>          /// <exception cref=""T:System.ArgumentOutOfRangeException"">          /// <paramref name=""arrayIndex""/> is less than zero. -or-           /// <paramref name=""arrayIndex""/> is equal to or greater than the length of the <paramref name=""array""/>          /// </exception>          /// <exception cref=""ArgumentException"">          /// The number of elements in the source <see cref=""T:System.Collections.ICollection""/> is          /// greater than the available space from <paramref name=""index""/> to the end of the destination          /// <paramref name=""array""/>.          /// </exception>          public void CopyTo(T[] array, int arrayIndex);            /// <summary>          /// Copies the elements of the <see cref=""T:System.Collections.ICollection""/> to an           /// <see cref=""T:System.Array""/>, starting at a particular <see cref=""T:System.Array""/> index.          /// </summary>          /// <param name=""array"">          /// The one-dimensional <see cref=""T:System.Array"">Array</see> that is the          /// destination of the elements copied from the <see cref=""PriorityQueue{T}""/>.           /// The <see cref=""T:System.Array"">Array</see> must have zero-based indexing.          /// </param>          /// <param name=""index"">The zero-based index in <paramref name=""array""/> at which copying begins.</param>          /// <exception cref=""T:System.ArgumentNullException""><paramref name=""array""/> is null.</exception>          /// <exception cref=""T:System.ArgumentOutOfRangeException""><paramref name=""index""/> is less than zero.</exception>          /// <exception cref=""ArgumentException"">          /// <paramref name=""array""/> is multidimensional. -or-          /// <paramref name=""array""/> does not have zero-based indexing. -or-          /// <paramref name=""index""/> is equal to or greater than the length of the <paramref name=""array""/> -or-           /// The number of elements in the source <see cref=""T:System.Collections.ICollection""/> is          /// greater than the available space from <paramref name=""index""/> to the end of the destination          /// <paramref name=""array""/>. -or-           /// The type of the source <see cref=""T:System.Collections.ICollection""/> cannot be cast automatically           /// to the type of the destination <paramref name=""array""/>.          /// </exception>          void ICollection.CopyTo(Array array, int index);            /// <summary>          /// Copies the elements stored in the <see cref=""PriorityQueue{T}""/> to a new array.          /// </summary>          /// <returns>          /// A new array containing a snapshot of elements copied from the <see cref=""PriorityQueue{T}""/>.          /// </returns>          public T[] ToArray();            /// <summary>          /// Returns an enumerator that iterates through the <see cref=""PriorityQueue{T}""/>          /// </summary>          /// <returns>An enumerator for the contents of the <see cref=""PriorityQueue{T}""/>.</returns>          public Enumerator GetEnumerator();            /// <summary>          /// Returns an enumerator that iterates through the <see cref=""PriorityQueue{T}""/>          /// </summary>          /// <returns>An enumerator for the contents of the <see cref=""PriorityQueue{T}""/>.</returns>          IEnumerator<T> IEnumerable<T>.GetEnumerator();            /// <summary>          /// Returns an enumerator that iterates through the <see cref=""PriorityQueue{T}""/>.          /// </summary>          /// <returns>An <see cref=""T:System.Collections.IEnumerator""/> that can be used to iterate through the collection.</returns>          IEnumerator IEnumerable.GetEnumerator();            /// <summary>          /// Sets the capacity to the actual number of elements in the <see cref=""PriorityQueue{T}""/>,           /// if that number is less than than a threshold value.          /// </summary>          public void TrimExcess();            /// <summary>          /// Gets a value that indicates whether access to the <see cref=""ICollection""/> is           /// synchronized with the SyncRoot.          /// </summary>          /// <value>true if access to the <see cref=""T:System.Collections.ICollection""/> is synchronized          /// with the SyncRoot; otherwise, false. For <see cref=""PriorityQueue{T}""/>, this property always          /// returns false.</value>          bool ICollection.IsSynchronized          {              get;          }            /// <summary>          /// Gets an object that can be used to synchronize access to the           /// <see cref=""T:System.Collections.ICollection""/>.          /// </summary>          /// <value>          /// An object that can be used to synchronize access to the           /// <see cref=""T:System.Collections.ICollection""/>.          /// </value>          object ICollection.SyncRoot          {              get;          }            public struct Enumerator : IEnumerator<T>          {              public T Current { get; }              object IEnumerator.Current { get; }              public bool MoveNext();              public void Reset();              public void Dispose();          }      }  }  ```  ## Details  - Implementation data structure will be a binary heap. Items with a greater comparison value will be returned first. (descending order)  - Time complexities:    | Operation | Complexity | Notes |  | --- | --- | --- |  | Construct | T(1) |  |  | Construct Using IEnumerable | T(n) |  |  | Enqueue | T(log n) |  |  | Dequeue | T(log n) |  |  | Peek | T(1) |  |  | Count | T(1) |  |  | Clear | T(N) |  |  | Contains | T(N) |  |  | CopyTo | T(N) | Uses Array.Copy, actual complexity may be lower |  | ToArray | T(N) | Uses Array.Copy, actual complexity may be lower |  | GetEnumerator | T(1) |  |  | Enumerator.MoveNext | T(1) |  |  - Additional constructor overloads that take the System.Comparison<T> delegate were intentionally omitted in favor of a simplified API surface area. Callers can use Comparer<T>.Create to convert a function or Lambda expression to an IComparer<T> interface if necessary. This does require the caller to incur a one-time heap allocation.  - Although System.Collections.Generic is not yet part of corefx, I propose that this class be added to corefxlab in the meantime. It can be moved to the primary corefx repository once System.Collections.Generic are added and there is consensus that its status should be elevated from experimental to an official API.  - An IsEmpty property was not included, since there is no additional performance penalty calling Count. The majority of the collection data structures do not include IsEmpty.  - The IsSynchronized and SyncRoot properties of ICollection were implemented explicitly as they are effectively obsolete. This also follows the pattern used for the other System.Collection.Generic data structures.  - Dequeue and Peek throw an InvalidOperationException when the queue is empty to match the established behavior of System.Collections.Queue<T>.  - IProducerConsumerCollection<T> was not implemented as its documentation states that it is only intended for thread-safe collections.  ## Open Questions  - Is avoiding an additional heap allocation during calls to GetEnumerator when using foreach a strong enough rationale for including the nested public enumerator structure?   - Should CopyTo, ToArray, and GetEnumerator return results in prioritized (sorted) order, or the internal order used by the data structure? My assumption is that the internal order should be returned, as it doesn't incur any additional performance penalties. However, this is a potential usability issue if a developer thinks of the class as a ""sorted queue"" rather a priority queue.  - Does adding a type named PriorityQueue to System.Collections.Generic cause a potentially breaking change? The namespace is heavily used, and could cause a source compatibility problem for projects that include their own priority queue type.  - Should items be dequeued in ascending or descending order, based on the output of IComparer<T>? (my assumption is ascending order, to match the normal sorting convention of IComparer<T>).  - Should the collection be 'stable'? In other words, should two items with equal IComparison<T> results be dequeued in the exact same order they are enqueued in? (my assumption is this isn't needed)  ## Updates  - Fixed complexity of 'Construct Using IEnumerable' to T(n). Thanks @svick.  - Added another option question regarding whether the priority queue should be ordered in ascending or descending order compared to the IComparer<T>.  - Removed NotSupportedException from explicit SyncRoot property to match behavior of other System.Collection.Generic types instead of using the newer pattern.  - Made the public GetEnumerator method return a nested Enumerator struct instead of IEnumerable<T>, similar to the existing System.Collections.Generic types. This is an optimization to avoid a heap (GC) allocation when using a foreach loop.  - Removed ComVisible attribute.  - Changed complexity of Clear to T(n). Thanks @mbeidler.  "
579	area-System.Globalization	System.Globalization.Extensions.Tests fail on Windows 7	"On Win7 (7601) the globalization extensions have several failures:  System.Globalization.Extensions.Tests.IdnaConformanceTests.TestAsciiPositive [FAIL]     System.ArgumentException : Decoded string is not a valid IDN name.     Parameter name: Unicode  System.Globalization.Extensions.Tests.IdnaConformanceTests.TestUnicodePositive [FAIL]     Expected: <+á.+É¦ê>. Actual:<xn--0ca.xn--ssa73l>. Error on line number 61  System.Globalization.Extensions.Tests.IdnaConformanceTests.TestAsciiNegative [FAIL]     Assert.Throws() Failure     Expected: typeof(System.ArgumentException)     Actual:   (No exception was thrown)  System.Globalization.Extensions.Tests.NormalizationAll.NormalizeTest [FAIL]     Assert.False() Failure         (many lines like ""'\x0068' is not matched with the normalized form '\x2095 with Géò normalization"") "
581	area-System.Xml	Improve performance and allocations of xpath string functions	"Improve Translate perf by ~20% and allocations by around 50% (dependant on string) Improve Normalize perf by ~30% and allocations by around 55% (dependant on string)  General: We are always iterating through every char so we can get them all in one go and use that as our temporary buffer instead of the StringBuilder. Because these functions can remove chars there is a read point in the buffer and an update point. The update point is always the same place or less than the read point.  Normalize: No need for XmlConvertEx.TrimString as we can start ""firstSpace"" as false to trim the start and all trailing whitespace at the end is combined into one space. We can just check that at the end which avoids a trim string creation. "
